Ensembl Gene ID	Ensembl Transcript ID	Gene Start (bp)	Gene End (bp)	Chromosome Name	Gene type
ENSG00000264841	ENST00000577911	77975856	77975937	3	miRNA
ENSG00000266737	ENST00000583764	67801364	67801448	11	miRNA
ENSG00000221537	ENST00000408610	64561742	64561843	14	miRNA
ENSG00000220993	ENST00000408066	48685242	48685334	16	miRNA
ENSG00000263806	ENST00000585135	100714	100791	GL000220.1	miRNA
ENSG00000244180	ENST00000488948	107448	107561	GL000220.1	miRNA
ENSG00000222339	ENST00000410407	68273040	68273119	11	miRNA
ENSG00000264827	ENST00000584459	107909	108088	GL000220.1	miRNA
ENSG00000266219	ENST00000582791	108280	108340	GL000220.1	miRNA
ENSG00000212093	ENST00000390804	68273551	68273634	11	miRNA
ENSG00000263932	ENST00000584360	183604588	183604673	3	miRNA
ENSG00000266854	ENST00000577192	68386967	68387063	11	miRNA
ENSG00000263397	ENST00000578146	35836416	35836530	19	miRNA
ENSG00000243151	ENST00000459341	151420	151533	GL000220.1	miRNA
ENSG00000265807	ENST00000581046	151881	152060	GL000220.1	miRNA
ENSG00000265525	ENST00000577630	152252	152312	GL000220.1	miRNA
ENSG00000221313	ENST00000408386	134128886	134128982	3	miRNA
ENSG00000263554	ENST00000581508	134156669	134156748	3	miRNA
ENSG00000265539	ENST00000581178	68850644	68850726	11	miRNA
ENSG00000266525	ENST00000579075	66579309	66579384	7	miRNA
ENSG00000265024	ENST00000578565	66604058	66604157	7	miRNA
ENSG00000266291	ENST00000584616	18496035	18496128	16	miRNA
ENSG00000265776	ENST00000584855	18499555	18499619	16	miRNA
ENSG00000266454	ENST00000579566	18505751	18505834	16	miRNA
ENSG00000221333	ENST00000408406	70130061	70130176	11	miRNA
ENSG00000266482	ENST00000579574	31866684	31866782	12	miRNA
ENSG00000265830	ENST00000581141	158123	158214	GL000220.1	miRNA
ENSG00000264799	ENST00000578908	55140843	55140914	19	miRNA
ENSG00000265515	ENST00000580939	18941518	18941604	16	miRNA
ENSG00000263744	ENST00000579074	70718375	70718473	11	miRNA
ENSG00000266427	ENST00000583865	55218008	55218077	19	miRNA
ENSG00000252584	ENST00000516775	32068570	32068641	12	miRNA
ENSG00000221458	ENST00000408531	71373593	71373741	11	miRNA
ENSG00000223235	ENST00000411303	71417525	71417624	11	miRNA
ENSG00000221807	ENST00000408880	103320292	103320383	12	miRNA
ENSG00000264091	ENST00000581755	71513631	71513695	11	miRNA
ENSG00000199104	ENST00000362234	88024451	88024545	10	miRNA
ENSG00000238803	ENST00000459197	88062583	88062678	10	miRNA
ENSG00000238909	ENST00000459228	103632176	103632253	12	miRNA
ENSG00000216206	ENST00000401387	6973421	6973570	8	miRNA
ENSG00000265199	ENST00000580563	20501820	20501923	14	miRNA
ENSG00000202566	ENST00000365696	73438212	73438296	X	miRNA
ENSG00000212027	ENST00000390738	73438382	73438453	X	miRNA
ENSG00000263456	ENST00000577370	88535326	88535439	16	miRNA
ENSG00000207820	ENST00000385085	73506939	73507044	X	miRNA
ENSG00000221567	ENST00000408640	7055962	7056110	8	miRNA
ENSG00000199168	ENST00000362298	73507121	73507192	X	miRNA
ENSG00000265672	ENST00000578292	88782686	88782745	16	miRNA
ENSG00000265796	ENST00000577842	64224534	64224603	12	miRNA
ENSG00000221120	ENST00000408193	183959193	183959277	3	miRNA
ENSG00000266859	ENST00000583110	71616153	71616240	11	miRNA
ENSG00000263742	ENST00000579874	71783274	71783348	11	miRNA
ENSG00000212089	ENST00000390800	71789376	71789466	11	miRNA
ENSG00000266336	ENST00000579172	20685313	20685398	14	miRNA
ENSG00000239776	ENST00000488123	127650616	127650672	12	miRNA
ENSG00000207625	ENST00000384893	35785968	35786051	3	miRNA
ENSG00000263539	ENST00000583125	46134673	46134769	11	miRNA
ENSG00000264102	ENST00000577966	46397952	46398034	11	miRNA
ENSG00000265014	ENST00000577972	46473355	46473439	11	miRNA
ENSG00000263540	ENST00000579697	46774675	46774742	11	miRNA
ENSG00000266090	ENST00000583099	109021281	109021393	5	miRNA
ENSG00000264614	ENST00000581890	184970998	184971060	3	miRNA
ENSG00000221436	ENST00000408509	109849530	109849616	5	miRNA
ENSG00000265910	ENST00000577816	47407633	47407733	11	miRNA
ENSG00000264583	ENST00000582237	47422521	47422593	11	miRNA
ENSG00000265467	ENST00000578625	47507374	47507465	11	miRNA
ENSG00000263693	ENST00000577977	48118334	48118410	11	miRNA
ENSG00000272036	ENST00000606837	72326107	72326174	11	miRNA
ENSG00000266462	ENST00000581390	55745495	55745564	19	miRNA
ENSG00000265064	ENST00000583200	72494575	72494637	11	miRNA
ENSG00000211571	ENST00000390145	56196138	56196282	19	miRNA
ENSG00000207995	ENST00000385260	76225829	76225926	X	miRNA
ENSG00000266866	ENST00000582555	73068180	73068286	11	miRNA
ENSG00000264620	ENST00000577601	65481433	65481532	14	miRNA
ENSG00000266531	ENST00000582134	65511406	65511487	14	miRNA
ENSG00000216194	ENST00000401375	7315478	7315572	8	miRNA
ENSG00000221134	ENST00000408207	49713131	49713212	16	miRNA
ENSG00000265708	ENST00000578350	49850596	49850695	16	miRNA
ENSG00000265193	ENST00000579521	79557037	79557119	3	miRNA
ENSG00000216116	ENST00000401297	79633742	79633834	3	miRNA
ENSG00000221310	ENST00000408383	110891593	110891678	5	miRNA
ENSG00000265470	ENST00000580207	185485635	185485692	3	miRNA
ENSG00000222730	ENST00000410798	36821351	36821449	19	miRNA
ENSG00000238911	ENST00000458854	33194659	33194755	12	miRNA
ENSG00000265029	ENST00000516979	33565465	33565546	12	miRNA
ENSG00000264402	ENST00000578416	74110282	74110378	11	miRNA
ENSG00000265524	ENST00000584607	19901823	19901919	16	miRNA
ENSG00000265902	ENST00000581431	74431313	74431382	11	miRNA
ENSG00000264095	ENST00000580820	74464519	74464629	11	miRNA
ENSG00000221380	ENST00000408453	84339263	84339404	3	miRNA
ENSG00000266652	ENST00000578770	84545727	84545814	3	miRNA
ENSG00000266461	ENST00000584881	101280828	101280911	14	miRNA
ENSG00000265344	ENST00000578538	74657026	74657123	11	miRNA
ENSG00000266631	ENST00000580957	56907685	56907770	19	miRNA
ENSG00000264947	ENST00000578512	50776216	50776288	16	miRNA
ENSG00000264446	ENST00000401300	34180203	34180297	12	miRNA
ENSG00000221356	ENST00000408429	106935330	106935396	7	miRNA
ENSG00000265072	ENST00000579335	104324203	104324333	12	miRNA
ENSG00000266025	ENST00000578742	84954830	84954896	3	miRNA
ENSG00000215976	ENST00000401157	104378889	104378982	12	miRNA
ENSG00000264084	ENST00000580619	85434860	85434942	3	miRNA
ENSG00000265462	ENST00000581433	21517370	21517456	16	miRNA
ENSG00000221751	ENST00000408824	31356612	31356738	7	miRNA
ENSG00000223070	ENST00000411138	31833862	31833959	7	miRNA
ENSG00000211574	ENST00000390219	101318727	101318824	14	miRNA
ENSG00000207989	ENST00000385254	101335397	101335485	14	miRNA
ENSG00000199090	ENST00000362220	75046136	75046230	11	miRNA
ENSG00000199151	ENST00000362281	101340830	101340922	14	miRNA
ENSG00000272291	ENST00000606903	101341370	101341441	14	miRNA
ENSG00000208001	ENST00000385266	101347344	101347457	14	miRNA
ENSG00000207569	ENST00000384837	101348220	101348343	14	miRNA
ENSG00000207608	ENST00000384876	101349316	101349412	14	miRNA
ENSG00000272458	ENST00000606207	101350820	101350913	14	miRNA
ENSG00000207942	ENST00000385207	101351034	101351125	14	miRNA
ENSG00000264295	ENST00000585192	104985411	104985494	12	miRNA
ENSG00000266404	ENST00000579567	190981535	190981630	HG1032_PATCH	miRNA
ENSG00000221077	ENST00000408150	101369934	101370053	14	miRNA
ENSG00000265054	ENST00000583581	105345538	105345624	12	miRNA
ENSG00000207546	ENST00000384815	65016289	65016385	12	miRNA
ENSG00000266141	ENST00000581942	35391042	35391110	17	miRNA
ENSG00000207573	ENST00000384841	32772593	32772689	7	miRNA
ENSG00000264119	ENST00000584182	87275339	87275427	3	miRNA
ENSG00000266740	ENST00000584635	65801835	65801901	14	miRNA
ENSG00000263936	ENST00000577276	47191	47266	GL000219.1	miRNA
ENSG00000207781	ENST00000385047	65937820	65937904	14	miRNA
ENSG00000216085	ENST00000401266	107677291	107677381	7	miRNA
ENSG00000266112	ENST00000582403	107998751	107998849	7	miRNA
ENSG00000238876	ENST00000458915	66478359	66478451	14	miRNA
ENSG00000199005	ENST00000362135	101377476	101377550	14	miRNA
ENSG00000239150	ENST00000458758	163853	163928	GL000219.1	miRNA
ENSG00000238303	ENST00000459252	164278	164360	GL000219.1	miRNA
ENSG00000238600	ENST00000459323	168106	168180	GL000219.1	miRNA
ENSG00000239060	ENST00000459365	171364	171439	GL000219.1	miRNA
ENSG00000238664	ENST00000459486	173994	174069	GL000219.1	miRNA
ENSG00000264749	ENST00000584487	105721684	105721770	12	miRNA
ENSG00000264374	ENST00000581916	80496319	80496400	X	miRNA
ENSG00000265695	ENST00000581130	62496891	62496957	17	miRNA
ENSG00000266241	ENST00000579212	62497332	62497431	17	miRNA
ENSG00000266566	ENST00000579926	62526893	62526975	17	miRNA
ENSG00000207971	ENST00000385236	121970465	121970552	11	miRNA
ENSG00000198975	ENST00000362105	122017229	122017301	11	miRNA
ENSG00000207994	ENST00000385259	122022937	122023016	11	miRNA
ENSG00000265070	ENST00000580221	57230571	57230655	19	miRNA
ENSG00000265600	ENST00000584839	66821667	66821766	7	miRNA
ENSG00000264453	ENST00000582304	58249833	58249918	19	miRNA
ENSG00000265655	ENST00000580240	68655128	68655211	7	miRNA
ENSG00000265357	ENST00000584016	123252148	123252220	11	miRNA
ENSG00000266814	ENST00000582000	123579381	123579478	11	miRNA
ENSG00000221258	ENST00000408331	38544518	38544605	19	miRNA
ENSG00000265878	ENST00000584357	70772658	70772742	7	miRNA
ENSG00000266688	ENST00000581603	70775445	70775537	7	miRNA
ENSG00000266772	ENST00000579884	72138047	72138146	7	miRNA
ENSG00000264494	ENST00000581927	72162874	72162949	7	miRNA
ENSG00000265109	ENST00000577389	17145878	17145961	17	miRNA
ENSG00000266333	ENST00000401168	38715368	38715462	12	miRNA
ENSG00000221515	ENST00000408588	52289363	52289461	16	miRNA
ENSG00000264089	ENST00000580089	12339256	12339327	2	miRNA
ENSG00000266559	ENST00000581459	39900263	39900318	19	miRNA
ENSG00000221279	ENST00000408352	110568374	110568453	7	miRNA
ENSG00000264370	ENST00000579927	12877493	12877570	2	miRNA
ENSG00000265061	ENST00000577260	128729051	128729118	12	miRNA
ENSG00000265635	ENST00000579753	128778637	128778723	12	miRNA
ENSG00000266499	ENST00000579867	112241335	112241434	5	miRNA
ENSG00000221749	ENST00000408822	129154425	129154519	12	miRNA
ENSG00000215942	ENST00000401123	124712964	124713043	11	miRNA
ENSG00000222776	ENST00000410844	22248785	22248866	14	miRNA
ENSG00000265993	ENST00000581190	67908572	67908647	14	miRNA
ENSG00000264333	ENST00000577668	58822283	58822368	19	miRNA
ENSG00000207839	ENST00000385104	17717150	17717245	17	miRNA
ENSG00000238634	ENST00000458941	22610887	22610964	14	miRNA
ENSG00000266640	ENST00000582477	58898137	58898225	19	miRNA
ENSG00000221778	ENST00000408851	115365715	115365808	5	miRNA
ENSG00000220996	ENST00000408069	115378868	115378958	5	miRNA
ENSG00000264921	ENST00000581763	12599735	12599812	5	miRNA
ENSG00000265375	ENST00000578358	90823092	90823168	10	miRNA
ENSG00000222717	ENST00000410785	13174877	13174960	5	miRNA
ENSG00000264157	ENST00000583925	97464015	97464090	2	miRNA
ENSG00000265985	ENST00000584326	34352562	34352657	7	miRNA
ENSG00000263632	ENST00000581506	108193412	108193497	12	miRNA
ENSG00000263538	ENST00000580166	139213460	139213543	3	miRNA
ENSG00000252801	ENST00000516992	39307042	39307128	12	miRNA
ENSG00000265930	ENST00000581337	36858515	36858584	17	miRNA
ENSG00000266632	ENST00000577947	36875944	36876001	17	miRNA
ENSG00000252974	ENST00000517165	39836850	39836918	12	miRNA
ENSG00000266229	ENST00000580664	114269910	114270011	7	miRNA
ENSG00000272230	ENST00000607845	114293400	114293510	7	miRNA
ENSG00000221669	ENST00000408742	34980372	34980446	7	miRNA
ENSG00000265189	ENST00000582954	63416701	63416778	17	miRNA
ENSG00000264792	ENST00000582405	14826038	14826121	5	miRNA
ENSG00000223082	ENST00000411150	40200897	40200976	12	miRNA
ENSG00000266085	ENST00000580848	1469195	1469292	20	miRNA
ENSG00000212036	ENST00000390747	14910667	14910749	5	miRNA
ENSG00000263791	ENST00000584037	36982091	36982145	17	miRNA
ENSG00000263452	ENST00000580351	2137858	2137927	20	miRNA
ENSG00000221062	ENST00000408135	2633423	2633488	20	miRNA
ENSG00000264079	ENST00000579890	54583215	54583308	16	miRNA
ENSG00000266355	ENST00000584552	3384863	3384932	20	miRNA
ENSG00000264957	ENST00000579046	3487654	3487759	20	miRNA
ENSG00000199024	ENST00000362154	3898141	3898218	20	miRNA
ENSG00000222494	ENST00000410562	37237318	37237440	17	miRNA
ENSG00000216076	ENST00000401257	115985909	115985998	7	miRNA
ENSG00000266738	ENST00000584244	19548190	19548266	2	miRNA
ENSG00000216077	ENST00000401258	15935291	15935369	5	miRNA
ENSG00000222884	ENST00000410952	42473563	42473684	12	miRNA
ENSG00000265904	ENST00000584584	37453658	37453742	17	miRNA
ENSG00000221449	ENST00000408522	6209441	6209595	20	miRNA
ENSG00000199075	ENST00000362205	38010895	38010971	3	miRNA
ENSG00000222670	ENST00000410738	11451	11589	GL000241.1	miRNA
ENSG00000265178	ENST00000580969	37882748	37882814	17	miRNA
ENSG00000221726	ENST00000408799	7677533	7677624	20	miRNA
ENSG00000221201	ENST00000408274	8589827	8589912	20	miRNA
ENSG00000222298	ENST00000410366	8590801	8590887	20	miRNA
ENSG00000252819	ENST00000517010	9047481	9047555	20	miRNA
ENSG00000266769	ENST00000584824	91024097	91024163	10	miRNA
ENSG00000263959	ENST00000580582	140122262	140122345	3	miRNA
ENSG00000198997	ENST00000362127	91352500	91352586	10	miRNA
ENSG00000264599	ENST00000408554	10036968	10037063	20	miRNA
ENSG00000216184	ENST00000401365	140208894	140208986	3	miRNA
ENSG00000207622	ENST00000384890	109230684	109230782	12	miRNA
ENSG00000238424	ENST00000459300	109425360	109425450	12	miRNA
ENSG00000221555	ENST00000408628	38306389	38306475	17	miRNA
ENSG00000252216	ENST00000516407	20553403	20553477	2	miRNA
ENSG00000265281	ENST00000583472	56279432	56279535	16	miRNA
ENSG00000264465	ENST00000579240	24450309	24450408	16	miRNA
ENSG00000265391	ENST00000583008	141506753	141506851	3	miRNA
ENSG00000207943	ENST00000385208	64783190	64783286	17	miRNA
ENSG00000271876	ENST00000607244	38821876	38821975	17	miRNA
ENSG00000221477	ENST00000408550	95885661	95885746	3	miRNA
ENSG00000216136	ENST00000401317	96152159	96152254	3	miRNA
ENSG00000216081	ENST00000401262	137301941	137302050	2	miRNA
ENSG00000221762	ENST00000408835	137402678	137402762	2	miRNA
ENSG00000199088	ENST00000362218	101488366	101488491	14	miRNA
ENSG00000199109	ENST00000362239	101489662	101489757	14	miRNA
ENSG00000207749	ENST00000385016	101490114	101490215	14	miRNA
ENSG00000198982	ENST00000362112	101491331	101491441	14	miRNA
ENSG00000221745	ENST00000408818	101491901	101491988	14	miRNA
ENSG00000199069	ENST00000362199	101492069	101492154	14	miRNA
ENSG00000211582	ENST00000390227	101492357	101492444	14	miRNA
ENSG00000211577	ENST00000390222	66251793	66251912	12	miRNA
ENSG00000207649	ENST00000384916	56892430	56892513	16	miRNA
ENSG00000212031	ENST00000390742	96385038	96385123	3	miRNA
ENSG00000266539	ENST00000580359	66629336	66629402	12	miRNA
ENSG00000263510	ENST00000583208	110271153	110271241	12	miRNA
ENSG00000266000	ENST00000581861	48387524	48387622	10	miRNA
ENSG00000221246	ENST00000408319	111070409	111070498	12	miRNA
ENSG00000266233	ENST00000578668	98342793	98342888	3	miRNA
ENSG00000265005	ENST00000581970	26036558	26036631	16	miRNA
ENSG00000263441	ENST00000585112	56991177	56991273	16	miRNA
ENSG00000264114	ENST00000579504	188348429	188348490	3	miRNA
ENSG00000207651	ENST00000384918	188406569	188406654	3	miRNA
ENSG00000264935	ENST00000583324	26747550	26747638	16	miRNA
ENSG00000222719	ENST00000410787	38841787	38841885	3	miRNA
ENSG00000207761	ENST00000385028	101493122	101493201	14	miRNA
ENSG00000207762	ENST00000385029	101493437	101493520	14	miRNA
ENSG00000194717	ENST00000349529	101495971	101496051	14	miRNA
ENSG00000215941	ENST00000401122	38948805	38948880	3	miRNA
ENSG00000221036	ENST00000408109	101496389	101496466	14	miRNA
ENSG00000212040	ENST00000390751	101498324	101498401	14	miRNA
ENSG00000207743	ENST00000385010	101500092	101500173	14	miRNA
ENSG00000262912	ENST00000575522	82418	82555	HSCHR12_1_CTG1	miRNA
ENSG00000265032	ENST00000579587	101505680	101505774	14	miRNA
ENSG00000271946	ENST00000607441	101506017	101506102	14	miRNA
ENSG00000207934	ENST00000385199	101506556	101506636	14	miRNA
ENSG00000221528	ENST00000408601	27673221	27673339	16	miRNA
ENSG00000216058	ENST00000401239	189547711	189547798	3	miRNA
ENSG00000264882	ENST00000584362	101507104	101507206	14	miRNA
ENSG00000215957	ENST00000401138	101507700	101507782	14	miRNA
ENSG00000252733	ENST00000516924	189861445	189861532	3	miRNA
ENSG00000265209	ENST00000580935	57908288	57908434	16	miRNA
ENSG00000207688	ENST00000384955	65467605	65467701	17	miRNA
ENSG00000222548	ENST00000410616	65809698	65809770	17	miRNA
ENSG00000221156	ENST00000408229	35882499	35882583	7	miRNA
ENSG00000221525	ENST00000408598	101509314	101509399	14	miRNA
ENSG00000221614	ENST00000408687	101510535	101510620	14	miRNA
ENSG00000264076	ENST00000583870	93919329	93919429	10	miRNA
ENSG00000199020	ENST00000362150	101512257	101512331	14	miRNA
ENSG00000207754	ENST00000385021	101512792	101512875	14	miRNA
ENSG00000202560	ENST00000365690	101513658	101513735	14	miRNA
ENSG00000216099	ENST00000401280	101514238	101514316	14	miRNA
ENSG00000207587	ENST00000384855	101514995	101515085	14	miRNA
ENSG00000207646	ENST00000362159	101515887	101515983	14	miRNA
ENSG00000265250	ENST00000577219	101518340	101518436	14	miRNA
ENSG00000264724	ENST00000580807	39458971	39459056	3	miRNA
ENSG00000215993	ENST00000401174	43685298	43685383	12	miRNA
ENSG00000262326	ENST00000577029	47927311	47927418	HSCHR18_1_CTG1_1	miRNA
ENSG00000211517	ENST00000390183	150935507	150935624	7	miRNA
ENSG00000265086	ENST00000579808	65840061	65840130	17	miRNA
ENSG00000221259	ENST00000408332	111511772	111511893	12	miRNA
ENSG00000264455	ENST00000577590	28855240	28855328	16	miRNA
ENSG00000264928	ENST00000578370	19735619	19735670	5	miRNA
ENSG00000265810	ENST00000579424	151130575	151130725	7	miRNA
ENSG00000216020	ENST00000401201	191693743	191693813	3	miRNA
ENSG00000221386	ENST00000408459	111740604	111740703	12	miRNA
ENSG00000265037	ENST00000579686	23426159	23426238	14	miRNA
ENSG00000207765	ENST00000385031	23502739	23502847	14	miRNA
ENSG00000199157	ENST00000362287	23857799	23857881	14	miRNA
ENSG00000215991	ENST00000401172	23887196	23887272	14	miRNA
ENSG00000221454	ENST00000408527	152136306	152136393	7	miRNA
ENSG00000221445	ENST00000408518	25551509	25551590	2	miRNA
ENSG00000265275	ENST00000584395	152753822	152753904	7	miRNA
ENSG00000266030	ENST00000581307	99085645	99085733	3	miRNA
ENSG00000264536	ENST00000579841	118490332	118490411	5	miRNA
ENSG00000207895	ENST00000385160	94200968	94201061	10	miRNA
ENSG00000266587	ENST00000578612	118593035	118593132	5	miRNA
ENSG00000222070	ENST00000410138	25945061	25945165	2	miRNA
ENSG00000221352	ENST00000408425	95368343	95368456	10	miRNA
ENSG00000221337	ENST00000408410	41690747	41690828	3	miRNA
ENSG00000207558	ENST00000384827	101518783	101518862	14	miRNA
ENSG00000207742	ENST00000385009	101520638	101520723	14	miRNA
ENSG00000207993	ENST00000385258	101521008	101521110	14	miRNA
ENSG00000208027	ENST00000385292	101521738	101521848	14	miRNA
ENSG00000208004	ENST00000385269	101522556	101522637	14	miRNA
ENSG00000207561	ENST00000384830	66420592	66420689	17	miRNA
ENSG00000207978	ENST00000385243	101526092	101526175	14	miRNA
ENSG00000266269	ENST00000581907	111925282	111925382	12	miRNA
ENSG00000263690	ENST00000582790	66762614	66762700	17	miRNA
ENSG00000265331	ENST00000581569	67095683	67095797	17	miRNA
ENSG00000263810	ENST00000584795	99410324	99410415	3	miRNA
ENSG00000264897	ENST00000577308	99683158	99683242	3	miRNA
ENSG00000252100	ENST00000516291	67945002	67945088	17	miRNA
ENSG00000264537	ENST00000583135	56933773	56933842	HG736_PATCH	miRNA
ENSG00000266788	ENST00000583019	57023478	57023557	HG736_PATCH	miRNA
ENSG00000221615	ENST00000408688	21734320	21734413	5	miRNA
ENSG00000238601	ENST00000408434	59448677	59448749	16	miRNA
ENSG00000221561	ENST00000408634	36681752	36681849	7	miRNA
ENSG00000266868	ENST00000578855	28969904	28969982	16	miRNA
